"A ""for"" statement with a ""range"" clause iterates through all entries
  of an array, slice, string or map, or values received on a channel.
  For each entry it assigns iteration values to corresponding iteration
  variables if present and then executes the block.","['Dependency: (array, functionally iterated by, slice)', 'Dependency: (array, functionally iterated by, string)', 'Dependency: (array, functionally iterated by, map)', 'Dependency: (array, functionally iterated by, channel)', 'Dependency: (slice, functionally iterated by, string)', 'Dependency: (slice, functionally iterated by, map)', 'Dependency: (slice, functionally iterated by, channel)', 'Dependency: (string, functionally iterated by, map)', 'Dependency: (string, functionally iterated by, channel)', 'Dependency: (map, functionally iterated by, channel)']","['(type, Dependency, type): (array, functionally iterated by, slice)', '(type, Dependency, type): (array, functionally iterated by, string)', '(type, Dependency, type): (array, functionally iterated by, map)', '(type, Dependency, type): (array, functionally iterated by, channel)', '(type, Dependency, type): (slice, functionally iterated by, string)', '(type, Dependency, type): (slice, functionally iterated by, map)', '(type, Dependency, type): (slice, functionally iterated by, channel)', '(type, Dependency, type): (string, functionally iterated by, map)', '(type, Dependency, type): (string, functionally iterated by, channel)', '(type, Dependency, type): (map, functionally iterated by, channel)']"
I should also note that relative paths (at least in go 1.5) also work; for example:,,[]
"A lot of the internal Go packages use init() to initialize tables and such, for example https://github.com/golang/go/blob/883bc6/src/compress/bzip2/bzip2.go#L480","['Dependency: (compress/bzip2, relies on, init())']","['(package, Dependency, func): (compress/bzip2, relies on, init())']"
"It's worth noting that the words ""stack"" and ""heap"" do not appear anywhere in the language spec","['Difference: (stack, does not appear in language spec compared to, heap)']","['(unknown, Difference, unknown): (stack, does not appear in language spec compared to, heap)']"
"go build and go install try to match directories, not source files.",,[]
"Basically, when defining a function it puts all the arguments that you pass into one slice of that type",,[]
"By doing that, you can pass as many arguments as you want (for example, fmt.Println can take as many arguments as you want).",,[]
It does not work because your foobar.go source file is not in a directory called foobar,,[]
"The Go spec says ""build systems are encouraged to present multiple files belonging to the same package in lexical file name order to a compiler""","['Containment: (package, included in, compiler)']","['(package, Containment, type): (package, included in, compiler)']"
"Additionally, you can have multiple init() functions per package; they will be executed in the order they show up in the file (after all variables are initialized of course)","['Containment: (init(), part of, package)', 'Dependency: (init(), executed after initialization of, variables)', 'Containment: (variables, initialized within, package)']","['(func, Containment, package): (init(), part of, package)', '(func, Dependency, var): (init(), executed after initialization of, variables)', '(var, Containment, package): (variables, initialized within, package)']"
does the opposite: it unpacks a slice and passes them as separate arguments to a variadic function.,,[]
"So the first argument has to be a slice of the correct type, the second argument is the variadic, so we pass in an empty slice, and then unpack the rest of the slice to fill in the arguments.",,[]
"The short & direct answer: no, use the array index instead of the value",,[]
"That way, you don't have to declare a variable you won't use: Go would not allow it",,[]
"It avoids having to declare all the variables for the returns values.
It is called the blank identifier.",,[]
"To test for presence in the map without worrying about the actual value, you can use the blank identifier, a simple underscore (_).
The blank identifier can be assigned or declared with any value of any type, with the value discarded harmlessly.
For testing presence in a map, use the blank identifier in place of the usual variable for the value.",,[]
" In actuality of course, there is a stack (per goroutine!) and a heap and some things go on the stack and some on the heap","['Difference: (stack, compared to, heap)']","['(type, Difference, type): (stack, compared to, heap)']"
"""generally accepted standard"" is to call the membership test variables ""ok"" (same for checking if a channel read was valid or not)",,[]
"If you only need the second item in the range (the value), use the blank identifier, an underscore, to discard the first:",,[]
"AnswerToLife() is guaranteed to run before init() is called, and init() is guaranteed to run before main() is called.","['Dependency: (AnswerToLife(), guaranteed to run before, init())', 'Dependency: (AnswerToLife(), guaranteed to run before, main())', 'Dependency: (init(), guaranteed to run before, main())']","['(func, Dependency, func): (AnswerToLife(), guaranteed to run before, init())', '(func, Dependency, func): (AnswerToLife(), guaranteed to run before, main())', '(func, Dependency, func): (init(), guaranteed to run before, main())']"
I modified myFunction2 to return the struct rather than the address of the struct,"['Modification: (myFunction2, modifies to return, struct)']","['(func, Modification, type): (myFunction2, modifies to return, struct)']"
" I think the current implementation of Go follows a rigid rule in this case however, which is that if the address is taken of any part of a struct, the struct goes on the heap.","['Containment: (struct, goes on, heap)']","['(type, Containment, type): (struct, goes on, heap)']"
